ID,Hour_of_Day,Days since last checkin,Check Ins,Contacts Created,Images Uploaded,Notes Written,Checkin_w_images,Checkin_w_Contact,Checkin_w_Note,Checkin_w_I_C,Checkin_w_C_N,Checkin_w_I_N,Checkin_w_All,Distance,FundraisingYear,day of week,day of month,% of Campaign,Campaign Day Funds,Past 1-3 avg,Past 3-6 avg,Future 0-3 avg,Change in past week,Running average,last week change from running,Percentile of Running,Percentile of Running by Market,Percentile of Past 1-3,Percentile of Past 1-3 by Market,Percentile of Past 3-6,Percentile of Past 3-6 by Market,Percentile of Past Week Change,Percentile of Past Week Change by market
30603-5-9-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2018,4,9,0.290322581,,692.6666667,0,,0,259.75,1.666666667,0.761,0.117,0.834,0.375,0.667,0,0.983,1
30603-5-10-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2018,5,10,0.322580645,,2126,0,,0,708.6666667,2,0,0,0,0,0,0,0,0
30603-5-11-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2018,6,11,0.35483871,,2661,0,,0,798.3,2.333333333,0.601,0.423,0.646,0.461,0.452,0.384,0.808,0.769
30603-5-12-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2018,7,12,0.387096774,,2975.666667,692.6666667,,3.295957652,1000.454545,1.974314705,0,0,0,0,0,0,0,0
30603-5-13-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2018,1,13,0.419354839,,2718.333333,2126,,0.278613986,1211.083333,1.244546893,0.834,0,0.924,1,0.795,1,0.897,1
30603-5-14-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2018,2,14,0.451612903,,2488.666667,2661,,-0.064762621,1188.384615,1.094159277,0,0,0,0,0,0,0.218,0.478
30603-5-15-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2018,3,15,0.483870968,,1910.666667,2975.666667,,-0.357902991,1195.5,0.59821553,0,0,0,0,0,0,0.323,0.71
30603-5-16-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2018,4,16,0.516129032,,1323.666667,2718.333333,,-0.513059473,1233.6,0.073011241,0,0,0,0,0,0,0.354,0.238
30603-5-17-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2018,5,17,0.548387097,,1717.333333,2488.666667,,-0.309938387,1287.5625,0.333786386,0,0,0,0,0,0,0.342,0.892
30603-5-18-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2018,6,18,0.580645161,,1871.333333,1910.666667,,-0.020586183,1314.764706,0.42332185,0,0,0,0,0,0,0.36,0.93
30603-5-19-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2018,7,19,0.612903226,,2067,1323.666667,,0.561571393,1372.5,0.506010929,0,0,0,0,0,0,0.85,0.977
30603-5-20-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2018,1,20,0.64516129,,2158.666667,1717.333333,,0.256987578,1425.105263,0.514741909,0,0,0,0,0,0,0.307,0.745
30603-5-21-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2018,2,21,0.677419355,,1868.333333,1871.333333,,-0.001603135,1397.8,0.336624219,0,0,0,0,0,0,0,0
30603-5-22-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2018,3,22,0.709677419,,1595,2067,,-0.228350266,1404.285714,0.135808749,0,0,0,0,0,0,0,0
30603-5-23-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2018,4,23,0.741935484,,1288,2158.666667,,-0.403335392,1406.409091,-0.084192495,0,0,0,0,0,0,0.218,0.478
30603-5-24-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2018,5,24,0.774193548,,1731.333333,1868.333333,,-0.073327386,1441.304348,0.201226747,0,0,0,0,0,0,0.323,0.71
30603-5-25-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2018,6,25,0.806451613,,1912.666667,1595,,0.199164054,1467.833333,0.303054389,0,0,0,0,0,0,0.354,0.238
30603-5-26-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2018,7,26,0.838709677,,2232.666667,1288,,0.733436853,1505.56,0.482947652,0,0,0,0,0,0,0.342,0.892
30603-5-27-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2018,1,27,0.870967742,,2691,1731.333333,,0.554293415,1585.5,0.697256386,0,0,0,0,0,0,0,0
30603-5-29-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2018,3,29,0.935483871,,1554.333333,2232.666667,,-0.303822036,1510.785714,0.028824484,0.88,0.446,0.934,0.666,0,0,0,0
30603-5-30-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2018,4,30,0.967741935,,745.6666667,2691,,-0.722903506,1498.62069,-0.502431355,0,0,0,0,0,0,0,0
30603-5-31-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2018,5,31,1,,1230.666667,2358,,-0.478088776,1533.133333,-0.197286603,0.865,0.28,0.938,0.666,0.876,0.666,0.563,1
30605-5-8-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,825.0103885,2017,2,8,0.258064516,,0,0,,0,0,0,0.945,0.688,0.828,1,0.965,0.666,0.086,0.666
30605-5-9-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,825.0103885,2017,3,9,0.290322581,,296,0,,0,111,1.666666667,0.974,0.643,0.951,1,0.99,0.666,0.024,0.666
30605-5-10-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,825.0103885,2017,4,10,0.322580645,,600.6666667,0,,0,200.2222222,2,0.952,0.675,0.945,0.666,0.828,1,0.843,0.333
30605-5-11-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,825.0103885,2017,5,11,0.35483871,,953.6666667,0,,0,286.1,2.333333333,0.943,0.563,0.839,1,0.945,0.666,0.189,0.666
30605-5-12-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,825.0103885,2017,6,12,0.387096774,,839.6666667,296,,1.836711712,309.7272727,1.710987183,0.975,0.676,0.841,1,0.981,0.666,0.019,0.666
30605-5-13-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,825.0103885,2017,7,13,0.419354839,,1021,600.6666667,,0.699778024,405.4166667,1.518396711,0.934,0.673,0.944,1,0.912,0.666,0.857,1
30605-5-14-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,825.0103885,2017,1,14,0.451612903,,1108.666667,953.6666667,,0.162530584,475.9230769,1.329508108,0.946,0.65,0.794,0.666,0.969,0.666,0.106,0.333
30605-5-15-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,825.0103885,2017,2,15,0.483870968,,1062.666667,839.6666667,,0.26558158,471.0714286,1.255850392,0,0,0,0,0,0,0.36,0
30605-5-16-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,825.0103885,2017,3,16,0.516129032,,822,1021,,-0.194906954,488.7333333,0.681898786,0,0,0,0,0,0,0.333,0.757
30605-5-17-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,825.0103885,2017,4,17,0.548387097,,551.3333333,1108.666667,,-0.502705953,490.0625,0.12502657,0,0,0,0,0,0,0.204,0.475
30605-5-18-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,825.0103885,2017,5,18,0.580645161,,622.3333333,1062.666667,,-0.414366374,497.7647059,0.250256047,0,0,0,0,0,0,0.906,0
30605-5-19-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,825.0103885,2017,6,19,0.612903226,,600.6666667,822,,-0.269261963,507.3888889,0.183838826,0,0,0,0,0,0,0,0
30605-5-20-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,825.0103885,2017,7,20,0.64516129,,1092.333333,551.3333333,,0.981257557,585.1578947,0.866732626,0,0,0,0,0,0,0,0
30605-5-21-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,825.0103885,2017,1,21,0.677419355,,1175.666667,622.3333333,,0.889126942,599.45,0.96124225,0.965,0.779,0.981,1,0,0,0,0
30605-5-22-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,825.0103885,2017,2,22,0.709677419,,1126,600.6666667,,0.874583796,595.7619048,0.890016785,0,0,0,0,0,0,0,0
30605-5-23-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,825.0103885,2017,3,23,0.741935484,,673.6666667,1092.333333,,-0.383277388,597.2272727,0.127990461,0.991,0,0.993,1,0.983,1,0.977,1
30605-5-24-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,825.0103885,2017,4,24,0.774193548,,538.6666667,1175.666667,,-0.541820244,591.5217391,-0.089354404,0.899,0.323,0.725,0.333,0.961,0.333,0.048,0
30605-5-25-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,825.0103885,2017,5,25,0.806451613,,522.6666667,1126,,-0.535820012,586.625,-0.10902763,0.89,0.275,0.866,1,0.874,0.333,0.476,0.666
30605-5-26-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,825.0103885,2017,6,26,0.838709677,,513.3333333,673.6666667,,-0.23800099,587.16,-0.125735177,0.93,0.329,0.671,0.333,0.978,1,0.013,0
30605-5-27-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,825.0103885,2017,7,27,0.870967742,,616,538.6666667,,0.143564356,594.3461538,0.036433055,0.988,0,0.806,0.666,0.991,1,0.001,0
30605-5-28-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,825.0103885,2017,1,28,0.903225806,,1242,522.6666667,,1.37627551,659.4444444,0.883403538,0.984,0.957,0.799,0.666,0.974,1,0.015,0
30605-5-30-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,825.0103885,2017,3,30,0.967741935,,956.6666667,616,,0.553030303,631.8275862,0.514126144,0.966,0.994,0.932,0.666,0.857,0.333,0.839,0.666
30605-5-31-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,825.0103885,2017,4,31,1,,264,1242,,-0.787439614,619.9,-0.574124859,0.91,0.32,0.33,0,0.94,0.333,0.021,0
30605-5-8-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,825.0103885,2018,3,8,0.258064516,,0,0,,0,0,0,0,0,0,0,0,0,0,0
30605-5-9-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,825.0103885,2018,4,9,0.290322581,,720.3333333,0,,0,270.125,1.666666667,0.124,0.16,0.268,0.5,0,0,0,0
30605-5-10-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,825.0103885,2018,5,10,0.322580645,,1253,0,,0,417.6666667,2,0.378,0.528,0.604,0.75,0.268,0.5,0.903,0.875
30605-5-11-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,825.0103885,2018,6,11,0.35483871,,1886.666667,0,,0,566,2.333333333,0.863,0.859,0.902,0.875,0.821,0.75,0.917,0.75
30605-5-12-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,825.0103885,2018,7,12,0.387096774,,2024.666667,720.3333333,,1.81073577,748.6363636,1.704472779,0.381,0.504,0.624,0.714,0.296,0.571,0.901,0.714
30605-5-13-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,825.0103885,2018,1,13,0.419354839,,2635,1253,,1.102952913,972,1.71090535,0.407,0.632,0.527,1,0.623,0.75,0.405,0.625
30605-5-14-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,825.0103885,2018,2,14,0.451612903,,2296.666667,1886.666667,,0.217314488,965.3846154,1.379017264,0.854,0.869,0.83,0.875,0.892,0.875,0.106,0.25
